Date,Restaurant Name,Food Category,Delivery Fee (CAD),Total Cost (CAD),Delivery Time (Minutes),Customer Rating,Payment Method,Location
2021-02-19,Starbucks,Fast Food,8.601057567429631,32.37917531,41.414717647266045,4.408849564806696,Debit Card,Toronto
2021-02-20,Subway,Indian,5.963616827687854,36.70127150283419,42.64286585792661,1.1637357774973816,PayPal,Toronto
2021-02-21,Pizza Hut,Chinese,5.090791278786524,40.134047293536355,50.05811777837374,1.1986459658388755,Gift Card,Toronto
2021-02-22,Dominos,Chinese,5.600995459358077,65.47321086881732,25.27861278495847,3.4940767806966178,Debit Card,Toronto
2021-02-23,McDonalds,Italian,3.815717554922913,17.788818050931717,40.52732335027115,1.252425476462185,PayPal,Toronto
2021-02-24,Starbucks,Mexican,9.115127329030754,69.06360984629731,27.777905777267545,2.298436674040646,Credit Card,Toronto
2021-02-25,Dominos,Indian,5.604957253838063,45.97011026639972,23.727844782507788,3.691023944987696,Gift Card,Toronto
2021-02-26,McDonalds,Vegan,9.059675524,40.09555321161959,36.419831762422184,2.3490675842169053,Cash,Toronto
2021-02-27,KFC,Chinese,2.8455478392501927,89.75720851189074,26.53346592356229,1.7183991257603837,PayPal,Toronto
2021-02-28,KFC,Fast Food,9.906202168001052,54.10020362436791,28.871279127692745,2.1254024874153665,PayPal,Toronto
2021-03-01,A&W,American,5.546184699548946,23.079508870278886,32.70218319478007,2.830301329001727,Gift Card,Toronto
2021-03-02,Dominos,American,2.3826465631528437,85.27347528,30.37553602972785,2.9015434214219296,Debit Card,Toronto
2021-03-03,KFC,Indian,2.3041747858996393,19.04950688210306,23.503651896237855,4.132000925388808,Debit Card,Toronto
2021-03-04,McDonalds,Mexican,7.969658059854709,76.77368405429672,23.596649794388092,4.000612918,Debit Card,Toronto
2021-03-05,A&W,Mexican,7.272284273629446,80.78202885050653,27.729976609366727,2.8272712182245407,Cash,Toronto
2021-03-06,McDonalds,Thai,8.417044465,44.97122150395295,22.022367518381557,4.382669396395086,Gift Card,Toronto
2021-03-07,A&W,Mediterranean,2.8429402716224477,85.10696778361188,45.05828078707708,1.4569485543655833,Gift Card,Toronto
2021-03-08,Dominos,Chinese,2.284566936284387,58.83104949779854,31.49306866035608,2.021413400915606,Debit Card,Toronto
2021-03-09,Starbucks,Mexican,6.068634315580628,54.37996052818773,31.189838710762842,4.311905854009006,Debit Card,Toronto
2021-03-10,Taco Bell,Fast Food,5.100761851862156,18.85927892483887,33.27993176951061,2.5119761545046124,Credit Card,Toronto
2021-03-11,Chipotle,Indian,5.695575493367646,39.652481460157006,46.51185096838887,4.924726235175369,Credit Card,Toronto
2021-03-12,Starbucks,Vegan,9.932707270962192,94.13584752525048,54.825355259339624,2.8650131261113416,PayPal,Toronto
2021-03-13,Burger King,Thai,9.765999661365361,48.30503688,50.36347730222553,4.167742491855057,PayPal,Toronto
2021-03-14,McDonalds,Japanese,9.538523117385543,61.46954424732531,49.10116921,2.6092281655294878,Gift Card,Toronto
2021-03-15,Burger King,Italian,8.270741414,60.22184271,39.37564742403397,2.6998140762497216,Gift Card,Toronto
2021-03-16,Starbucks,Vegan,4.838730882055123,65.18664263492893,47.75222227869647,2.531532589136734,Cash,Toronto
2021-03-17,A&W,Japanese,5.297047442102173,20.21313122967902,42.11049472134333,3.876302482043247,Cash,Toronto
2021-03-18,Chipotle,American,6.396928349751396,45.784981657891905,28.650021127461155,3.190071536239978,Credit Card,Toronto
2021-03-19,Chipotle,Italian,8.644275651238718,76.46590328,28.34353470964203,4.775112445473477,PayPal,Toronto
2021-03-20,Pizza Hut,Chinese,2.549702660146142,32.04762134120355,31.855680275011338,2.003561266136419,Credit Card,Toronto
2021-03-21,Chipotle,Fast Food,5.394375087079105,32.30416209144064,56.43210683879253,1.4022509283337774,Credit Card,Toronto
2021-03-22,Taco Bell,Italian,2.6609413076741495,15.857701568567101,41.89659361518903,2.573045940396861,PayPal,Toronto
2021-03-23,Chipotle,Mediterranean,6.117260692588093,52.18596376169783,49.356215080074776,3.466850830587104,Cash,Toronto
2021-03-24,Starbucks,Japanese,9.191206592049884,90.03242235724088,33.86235039,4.443195748,PayPal,Toronto
2021-03-25,Pizza Hut,Chinese,8.259879396511504,19.411580204921265,36.30863082660901,2.3847875467213107,Debit Card,Toronto
2021-03-26,Starbucks,Mediterranean,3.8227393403448797,31.245090307160222,25.022623145490055,3.6151470044978464,Debit Card,Toronto
2021-03-27,Starbucks,American,9.807926797,41.35718575913418,26.851798312866816,2.400794724092876,Debit Card,Toronto
2021-03-28,Subway,Mediterranean,7.338803184371427,77.19660261,53.09426219304582,3.4688783319778325,Gift Card,Toronto
2021-03-29,Pizza Hut,Thai,2.0834215951792245,69.45402538821986,43.39354526755528,4.539231788122604,Cash,Toronto
2021-03-30,Starbucks,Thai,4.043307877481756,50.35523188945768,33.501298635352754,1.925430569037636,Cash,Toronto
2021-03-31,Subway,Indian,4.085706399359332,79.52085983696193,52.11404835982184,2.6169665684281567,Gift Card,Toronto
2021-04-01,Subway,Vegan,2.5540344502868795,66.81863599083667,29.86079622551932,4.973060785718986,Credit Card,Toronto
2021-04-02,Pizza Hut,Vegan,9.678612144607431,91.16346797086362,59.04130794400815,4.474228112997843,Debit Card,Toronto
2021-04-03,Burger King,Chinese,5.826042357,84.53227368,33.79270430984679,3.258559431584808,Debit Card,Toronto
2021-04-04,A&W,American,9.166516778975055,36.489156517582046,33.492438166049105,3.0665103674171013,Credit Card,Toronto
2021-04-05,Taco Bell,Mexican,4.577724027557027,38.07227909890702,32.47647622146821,2.138401529218724,PayPal,Toronto
2021-04-06,A&W,Thai,3.001868563462617,25.65530044235278,24.884460636971518,3.0688377107741176,PayPal,Toronto
2021-04-07,Chipotle,Chinese,5.794688879249711,43.64200169,24.445485893280498,4.392725993119789,Cash,Toronto
2021-04-08,Taco Bell,Mexican,2.9116530777145373,99.96123309112302,45.92420138136494,3.7406980531111222,Gift Card,Toronto
2021-04-09,Chipotle,Vegan,5.888124023820319,49.48884933228018,55.00472178232188,2.1601761127119463,Cash,Toronto
2021-04-10,Starbucks,Indian,9.362377449755261,33.741516948574045,51.62082041086694,1.8058556842141318,PayPal,Toronto
2021-04-11,McDonalds,Mediterranean,6.166145134673702,79.81104518,25.644303760854044,2.0608341479873165,Credit Card,Toronto
2021-04-12,Pizza Hut,Thai,6.931997815160668,61.11003529432577,41.82328487168266,1.679036805571306,Cash,Toronto
2021-04-13,Taco Bell,Chinese,3.2531074957904664,27.716123209790965,24.22366184,1.3825627840948638,Debit Card,Toronto
2021-04-14,Taco Bell,Italian,2.349885007039756,47.35862289867359,21.81178574,2.676544698,Debit Card,Toronto
2021-04-15,Starbucks,Mexican,2.8864636974384563,50.22992582084418,46.25543437539069,1.4531984175930708,Credit Card,Toronto
2021-04-16,Burger King,Mediterranean,6.788252605474925,79.07552454838358,41.40609334721401,1.6876502309084174,PayPal,Toronto
2021-04-17,Subway,Thai,2.7600935919384373,16.75706635581188,23.280947408458836,3.1892987373579444,Debit Card,Toronto
2021-04-18,Starbucks,Vegan,5.007943119530491,37.86666997785639,21.39756985623954,1.6583970947982989,Debit Card,Toronto
2021-04-19,KFC,American,6.400735523665248,58.995685611819376,59.59025653637339,1.2555190697236114,Gift Card,Toronto
2021-04-20,Subway,Mexican,5.109222389038776,37.851973108491684,21.200853285962875,2.2695554001115408,Cash,Toronto
2021-04-21,Pizza Hut,Vegan,3.309470411722412,68.41689403061491,37.78113012200639,1.881276394,PayPal,Toronto
2021-04-22,Subway,Thai,4.190330460112852,55.95873573834241,40.18476098430782,3.061220751977507,Cash,Toronto
2021-04-23,Burger King,Mexican,9.426540262788617,45.745371663064354,24.69120591,1.4094683383328372,PayPal,Toronto
2021-04-24,Subway,Mediterranean,7.407858204690843,95.68273328399354,26.76247113758865,4.007083150731912,Debit Card,Toronto
2021-04-25,Pizza Hut,Thai,5.968382709439092,68.73355743084889,34.07220026,4.624934077740555,Gift Card,Toronto
2021-04-26,Burger King,Japanese,2.101719119895148,26.045016642775003,50.46703504854651,3.9737406958247776,Cash,Toronto
2021-04-27,A&W,Chinese,9.939323203915762,62.607794282688616,40.28329696241067,3.131308149605577,Debit Card,Toronto
2021-04-28,Taco Bell,Mediterranean,7.371639479157146,81.36220752207659,45.51607498211846,4.442671287155541,PayPal,Toronto
2021-04-29,Taco Bell,Mexican,4.5353798187595595,75.22162428688777,59.40698220362699,3.779673519,Cash,Toronto
2021-04-30,Chipotle,American,9.034149279982707,29.62758449009705,50.720217412528385,1.0422044898007594,Cash,Toronto
2021-05-01,A&W,Vegan,4.067452962334545,97.65569991840879,37.37445992564871,2.5763606110980124,Debit Card,Toronto
2021-05-02,A&W,Italian,6.352132633462013,53.14915988846151,37.85767687186195,4.403807598,Cash,Toronto
2021-05-03,Subway,Vegan,7.088566109838601,28.517125317922208,44.75088308,2.383435431901077,Gift Card,Toronto
2021-05-04,Taco Bell,Mexican,3.7685069716298276,30.316639100892573,46.61460833675618,1.140860694102094,Gift Card,Toronto
2021-05-05,Pizza Hut,Vegan,9.827178230404767,23.349974336071842,40.02843703346685,3.9847185542090893,Debit Card,Toronto
2021-05-06,Dominos,Chinese,7.985535248,83.29903921696942,45.794448912599194,4.208153081131474,PayPal,Toronto
2021-05-07,Dominos,Thai,6.4625058040885595,25.372592017357135,20.94129977656395,1.6423747801732342,Debit Card,Toronto
2021-05-08,Burger King,Italian,3.444756785402407,25.635646857048492,37.18491455587376,3.1493619873727248,Gift Card,Toronto
2021-05-09,Taco Bell,Fast Food,2.430865655984209,87.29008725,31.15752304293907,1.767821755982903,Credit Card,Toronto
2021-05-10,Taco Bell,Mexican,4.560478660167868,44.29134717804257,25.166977809724415,3.876937676176587,Credit Card,Toronto
2021-05-11,Dominos,Indian,8.025498687307223,17.622921866186157,23.981860512351005,2.0862018207099426,Cash,Toronto
2021-05-12,Taco Bell,Fast Food,4.1546503864162005,19.411100459064926,44.12768662,2.2648604902533203,Cash,Toronto
2021-05-13,Subway,Vegan,6.316449763964041,27.084487969831123,40.944021886104466,4.379883414560405,Credit Card,Toronto
2021-05-14,KFC,Mexican,7.823577413845945,33.13843457793361,30.143364679854766,2.9052894088276173,Gift Card,Toronto
2021-05-15,McDonalds,Japanese,2.863549717171715,71.53742651026445,38.83800235090058,3.6790178048729913,Cash,Toronto
2021-05-16,A&W,Indian,7.482384128926987,28.3727338,39.68929260729633,2.6094922028898706,Debit Card,Toronto
2021-05-17,Chipotle,Italian,2.7349671016803576,25.10432325005112,27.80035921754463,2.1920274287750217,Debit Card,Toronto
2021-05-18,Burger King,American,9.721037937015971,80.00112702548373,46.08372247526603,3.5019122416986455,Gift Card,Toronto
2021-05-19,KFC,Japanese,5.907153040519517,72.03969912809274,51.23677425544362,1.6194302963152851,Cash,Toronto
2021-05-20,Dominos,Fast Food,3.205408861679019,52.002558823695075,51.65854163558076,2.491999342267452,Debit Card,Toronto
2021-05-21,A&W,Thai,4.739069088268372,61.691330575808834,44.098793228138206,1.836148149543689,Cash,Toronto
2021-05-22,Taco Bell,Chinese,5.307331594362092,41.518641727745575,40.46554330076056,3.783179867762982,Cash,Toronto
2021-05-23,Chipotle,American,8.065480088612299,56.01253572000566,22.440285720215797,4.776835353,Debit Card,Toronto
2021-05-24,Taco Bell,Japanese,7.947390288612874,58.06717516353339,31.513251954064234,4.982043872063466,Credit Card,Toronto
2021-05-25,Pizza Hut,Thai,6.895524042698648,47.915168050138156,23.730857871126794,2.801107241766363,Debit Card,Toronto
2021-05-26,Pizza Hut,Thai,2.8474457004679437,92.05863790713383,58.55292643513894,2.010121558545778,Gift Card,Toronto
2021-05-27,Chipotle,Mexican,3.2125549727013887,16.36525852338552,25.403205849030428,2.7713174815372965,PayPal,Toronto
2021-05-28,Chipotle,Japanese,2.750055365164453,81.48455736275592,26.071016394044083,4.389077639850895,Debit Card,Toronto
2021-05-29,Dominos,Italian,6.6173822663004005,25.57254065551257,55.583064733219686,1.8240227142081595,Cash,Toronto
2021-05-30,Chipotle,Vegan,9.017107532,82.79152564566195,57.75713133905831,4.808382606611695,Cash,Toronto
2021-05-31,Subway,Indian,5.470404098038174,67.35251283252131,50.63316156939639,2.367463075192604,Debit Card,Toronto
2021-06-01,Taco Bell,Indian,3.2867853916619696,86.67863773,20.216196946906795,4.943214637801219,PayPal,Toronto
2021-06-02,KFC,Fast Food,6.464338601191736,23.288717679476285,20.053850838262548,4.3544355501358485,Debit Card,Toronto
2021-06-03,Starbucks,Fast Food,8.494017734925679,62.513353898480794,35.12403079149803,4.234282136589561,PayPal,Toronto
2021-06-04,Chipotle,Indian,7.933696492,57.59246982228675,25.7358148,2.2716186950931343,PayPal,Toronto
2021-06-05,Burger King,Italian,9.051606237400172,75.02642055188548,20.73544568606389,1.0351088477917179,Gift Card,Toronto
2021-06-06,Pizza Hut,Chinese,4.223216777990943,60.41469691096244,38.56266757618019,2.5285316353039513,Cash,Toronto
2021-06-07,Subway,Mediterranean,3.551630938142199,60.962438206313855,57.722475896278866,2.2072374786507747,Cash,Toronto
2021-06-08,A&W,Vegan,9.038531887535509,51.515655203965494,32.952782996097255,1.1495879616351892,PayPal,Toronto
2021-06-09,Starbucks,Chinese,7.260482502224185,41.25092604062397,46.44562713714786,3.0214610260237187,Cash,Toronto
2021-06-10,KFC,Mexican,4.487431440060433,55.992470706436336,46.08941412529763,2.6121252451309465,Credit Card,Toronto
2021-06-11,Starbucks,Mediterranean,7.9387844045800735,25.07185049531405,30.043204146606712,3.538225870966099,PayPal,Toronto
2021-06-12,Chipotle,Mediterranean,8.520947075842944,96.72863381356221,46.017009952954574,3.484745288776333,Cash,Toronto
2021-06-13,Dominos,Japanese,6.919825922729059,75.72491490826086,28.49335897147565,1.4829865435867204,Credit Card,Toronto
2021-06-14,Pizza Hut,Italian,7.503072879039321,95.95970491846698,24.880296543075563,4.907862185,Gift Card,Toronto
2021-06-15,Pizza Hut,Italian,5.002079235541331,34.271827498046875,48.05533142,1.7477257177657877,Cash,Toronto
2021-06-16,A&W,Mediterranean,6.309565338744313,89.74398671500488,24.53763268415667,2.7810960990588183,Credit Card,Toronto
2021-06-17,Dominos,Japanese,6.193273365809298,83.74714868790078,59.87636874357421,2.9524701737349397,Debit Card,Toronto
2021-06-18,Taco Bell,Vegan,8.784382329046174,72.55795505890225,27.338096046009174,4.252251189,Debit Card,Toronto
2021-06-19,McDonalds,Mediterranean,8.719711842,68.12748081724249,43.76567451,1.396918384378587,Credit Card,Toronto
2021-06-20,Subway,American,8.661443754776347,41.90672154776895,36.45498285650358,2.714577116834127,PayPal,Toronto
2021-06-21,Pizza Hut,Fast Food,2.0882529140997264,84.39491672202762,25.055456896226683,3.5140086809448157,PayPal,Toronto
2021-06-22,Burger King,Fast Food,7.996363875751106,57.628814225777376,21.113756303096537,1.8606224864962222,Cash,Toronto
2021-06-23,Pizza Hut,Chinese,8.069411120888038,21.025783950759255,44.90929129171333,3.509871595064291,Debit Card,Toronto
2021-06-24,Starbucks,Mexican,7.427030582841135,41.593368672686054,52.270302551565045,4.694659350198611,PayPal,Toronto
2021-06-25,Pizza Hut,Fast Food,8.050117263131622,94.50025337635284,53.680626460269764,4.990072524690699,PayPal,Toronto
2021-06-26,Pizza Hut,Thai,8.735762972,87.30782215141193,39.30853892307738,1.1298043071627029,Debit Card,Toronto
2021-06-27,McDonalds,Chinese,5.762552432814285,98.46198433650582,51.09821868729542,1.942352913,Gift Card,Toronto
2021-06-28,McDonalds,Fast Food,6.016401707907577,68.37943752134834,46.91388533954179,2.241228463,PayPal,Toronto
2021-06-29,KFC,Mexican,2.997712455291124,36.038356216935014,48.97018109996533,2.5965044017798644,Credit Card,Toronto
2021-06-30,Taco Bell,Italian,5.0830070643788945,28.83927922253342,39.703960208872566,1.9690286303390696,Cash,Toronto
2021-07-01,Burger King,Italian,7.146921439294275,30.887727451719236,45.33646960968508,1.813951978,PayPal,Toronto
2021-07-02,Pizza Hut,Vegan,8.243198209178196,16.682630959516622,52.22103654304228,4.81821537,PayPal,Toronto
2021-07-03,Pizza Hut,Mediterranean,3.7376727815296844,48.20797943380483,35.91536702228092,4.6740864110820715,Gift Card,Toronto
2021-07-04,Subway,American,3.102583193273883,31.271352842461113,52.23915603470335,1.1879700040124699,Credit Card,Toronto
2021-07-05,McDonalds,Italian,7.304336036003938,49.990714138819705,43.68067371156251,2.3552520864193927,Cash,Toronto
2021-07-06,Burger King,Japanese,2.015039068199285,94.47452670629507,26.63604097483145,2.6205942147136265,PayPal,Toronto
2021-07-07,A&W,Fast Food,3.4269806744586386,51.595917808111146,20.987366288983385,1.9560581386637734,Cash,Toronto
2021-07-08,KFC,Japanese,2.232571043,89.62868224371095,34.510144015966084,3.515491587952702,Debit Card,Toronto
2021-07-09,Taco Bell,Mexican,3.3350809428389674,66.46790516,41.86785313185359,3.561522986576964,PayPal,Toronto
2021-07-10,Dominos,Italian,3.450554239404042,36.006182146218315,53.592814088139534,4.402016913314388,PayPal,Toronto
2021-07-11,Taco Bell,American,5.101388758003154,45.24765453703297,25.09942720560985,3.9634770735408713,Debit Card,Toronto
2021-07-12,Starbucks,Mexican,5.218616997492448,22.13316054,52.00825390734317,3.1702933078638225,Gift Card,Toronto
2021-07-13,Pizza Hut,Thai,8.994099764881902,43.34432045566089,54.52036184268908,3.6143470801776796,PayPal,Toronto
2021-07-14,KFC,Thai,6.080877699990602,72.59098037,26.027499480033352,2.0959551261720724,Cash,Toronto
2021-07-15,Starbucks,Japanese,7.787238125,21.12944289900199,54.06377277216876,3.3722247598694306,Credit Card,Toronto
2021-07-16,Burger King,Mediterranean,2.8330988633622995,32.45911972063249,59.65814271371168,2.956909018999677,Cash,Toronto
2021-07-17,Dominos,Chinese,3.803510043709551,47.42248852013147,49.07355324,1.5333778692654816,Gift Card,Toronto
2021-07-18,McDonalds,Mediterranean,7.623547527829414,98.47421064635681,51.39078727299952,1.970177106331883,Credit Card,Toronto
2021-07-19,KFC,Vegan,2.4224316837482247,81.71325495150482,59.77661070235494,2.166773802886344,Cash,Toronto
2021-07-20,KFC,Mediterranean,5.892781297950025,77.34637345182884,44.219250021037816,4.697238268210231,Cash,Toronto
2021-07-21,Pizza Hut,Vegan,6.794951725303471,24.87623130466291,32.31545528064998,1.9215465575435577,Debit Card,Toronto
2021-07-22,Chipotle,Vegan,6.817165152419848,81.38465095727427,53.501233363042225,2.1569756112786727,Gift Card,Toronto
2021-07-23,KFC,American,2.1834624901443362,81.74784897886128,44.57943110046525,2.477416520357729,Debit Card,Toronto
2021-07-24,Subway,Italian,4.576864033833484,66.09372913,43.24781694883826,3.654970954501548,Credit Card,Toronto
2021-07-25,Dominos,American,7.091925208393232,99.18075147,30.14542222056153,1.472953569888562,Debit Card,Toronto
2021-07-26,Dominos,Vegan,3.1919978891939476,42.646582003586914,50.25337078331546,4.815780849975104,Gift Card,Toronto
2021-07-27,Subway,Mexican,7.563325186624426,95.0081581,23.26669103440385,4.462284880379058,PayPal,Toronto
2021-07-28,A&W,Thai,7.967401670509396,92.75214477130281,56.971482831786446,3.3088642920358007,PayPal,Toronto
2021-07-29,Subway,Vegan,9.855753523569163,15.975856078697117,33.032938430819385,3.696151469699827,Credit Card,Toronto
2021-07-30,Subway,American,3.6787359588512754,53.25990475035894,25.11098611159962,1.066641884976864,PayPal,Toronto
2021-07-31,Dominos,Mexican,8.601045341328922,98.05385980938374,37.69466132409676,2.3557791013937948,Debit Card,Toronto
2021-08-01,Taco Bell,American,6.162372615349232,23.76531580468644,21.698796370261327,4.182640922645768,Credit Card,Toronto
2021-08-02,Dominos,Mediterranean,4.9877007691533874,61.561699022582154,47.38504777059865,1.3099318951695436,Gift Card,Toronto
2021-08-03,Chipotle,Fast Food,2.9790140586014235,98.21138809849384,56.108220417814245,2.129255336842881,Credit Card,Toronto
2021-08-04,Pizza Hut,Japanese,7.884044851900301,62.21711104899811,53.49052028554035,3.341187313337245,Credit Card,Toronto
2021-08-05,Starbucks,Chinese,3.8868607931494967,31.13430075263326,25.094778937915244,2.0256521107957672,Cash,Toronto
2021-08-06,Taco Bell,American,4.971376014984366,64.48557455787014,25.050845484309274,4.735911896578077,Cash,Toronto
2021-08-07,McDonalds,Chinese,2.5003378151789475,32.37744878571148,52.53737929297056,1.5242345232171615,Credit Card,Toronto
2021-08-08,Starbucks,Indian,8.410935326556153,59.17486234603116,56.970170984124636,4.189577431631115,PayPal,Toronto
2021-08-09,Pizza Hut,American,8.132708191773148,21.29358852254958,38.42679319333956,3.031794767625633,Cash,Toronto
2021-08-10,Chipotle,Fast Food,7.86892664,66.46602688,39.95884467655064,4.001323103279824,Gift Card,Toronto
2021-08-11,Chipotle,Chinese,4.395548083935093,58.92714482589344,32.73048165542903,2.2428613132457897,Debit Card,Toronto
2021-08-12,McDonalds,Vegan,3.387840594127658,77.91371634472436,55.77060473025656,3.057958409248155,Cash,Toronto
2021-08-13,Taco Bell,American,7.100426115761838,68.60954004849673,45.79611621169424,4.427341398892706,Credit Card,Toronto
2021-08-14,A&W,Italian,5.969331072905756,61.716532825114314,31.53006308669474,2.8675123964924176,PayPal,Toronto
2021-08-15,Subway,Japanese,3.4260197352371327,73.63120218609029,31.951314842170063,2.4388794476410784,Debit Card,Toronto
2021-08-16,Taco Bell,Fast Food,7.487290168,27.235062653639623,55.648002922544094,3.1446215450109443,Cash,Toronto
2021-08-17,A&W,Chinese,9.929011454570428,65.60557120698135,20.54536095623286,3.8694510121454675,PayPal,Toronto
2021-08-18,Chipotle,Fast Food,7.977756701936301,29.62940124,32.90906290906554,2.774253381994011,PayPal,Toronto
2021-08-19,Dominos,Mexican,7.919891093484894,93.66938766740988,42.17426724865476,4.755507900569092,PayPal,Toronto
2021-08-20,Pizza Hut,Japanese,9.602502023444734,20.808398911876356,25.928698483972987,2.179783296169368,Credit Card,Toronto
