Date _Time,Restaurant Name,Food Category,Delivery Fee (CAD),Total Cost (CAD),Delivery Time (Minutes),Customer Rating,Payment Method,Delivery Count,Location,Date,Date_Time,Temperature_High_C,Temperature_Low_C,Precipitation_mm,Humidity_%,Wind_Speed_kmh
2021-02-14 02:10:00,McDonalds,Mexican,9.5026064,57.47307457,41.09278718,3.662861741,Cash,140,Toronto,2021-02-14,2021-02-14 11:49:00,1.645099172,-11.32785449,7.603912376,80.06828099,26.41343059
2021-02-15 21:33:00,KFC,American,7.417159733,20.21422933,55.45474588,1.854961048,PayPal,163,Toronto,2021-02-15,2021-02-15 17:04:00,19.8135028,13.31432852,7.976455618,75.59329421,22.52924654
2021-02-16 13:33:00,Burger King,Mediterranean,2.952170436,75.73779942,53.5149308,3.629275301,Cash,138,Toronto,2021-02-16,2021-02-16 06:20:00,4.026998424,-3.265515528,11.60344738,93.53814989,23.17641904
2021-02-17 01:00:00,Subway,Chinese,2.551423025,67.98999716,55.31126799,2.69871605,Gift Card,105,Toronto,2021-02-17,2021-02-17 08:28:00,13.40306095,1.180535269,10.67205093,51.11981077,19.05181986
2021-02-18 02:43:00,KFC,Indian,5.868398806,97.49714701,56.88195209,1.611847482,Debit Card,127,Toronto,2021-02-18,2021-02-18 13:25:00,14.60196257,2.401597205,12.15810186,44.73814973,28.67726668
2021-02-19 04:31:00,Starbucks,American,3.760720528,62.51102542,24.18111552,4.225611277,Cash,63,Toronto,2021-02-19,2021-02-19 07:55:00,-1.681549501,-13.09302583,15.29766523,54.37061019,17.40646882
2021-02-20 02:12:00,Chipotle,Italian,4.031878027,43.59346649,25.14988812,3.040988399,PayPal,74,Toronto,2021-02-20,2021-02-20 15:53:00,33.63130825,21.6918238,16.25971477,87.67469672,14.51294275
2021-02-21 21:07:00,Pizza Hut,Chinese,9.021537431,59.11684395,42.28027225,4.909700167,Credit Card,181,Toronto,2021-02-21,2021-02-21 14:08:00,24.88097705,14.45373262,14.36246152,42.080216,9.075883423
2021-02-22 16:37:00,Subway,Mediterranean,2.716528195,98.23737977,55.75890674,2.126717418,Debit Card,81,Toronto,2021-02-22,2021-02-22 14:56:00,32.27745237,24.75946178,19.11047392,74.96841011,24.65514131
2021-02-23 00:37:00,Subway,Vegan,7.722912922,74.19080677,58.97397826,2.922680449,Cash,131,Toronto,2021-02-23,2021-02-23 00:31:00,30.26723077,21.81027083,0.364651654,99.72625097,23.3610983
2021-02-24 22:22:00,Starbucks,American,4.169138027,72.11797172,21.85047669,2.791981819,PayPal,127,Toronto,2021-02-24,2021-02-24 01:57:00,16.90549905,10.08952188,3.915559714,91.34176563,14.60887596
2021-02-25 23:19:00,Pizza Hut,Vegan,8.082625771,35.45793513,34.23096337,1.48311809,Cash,155,Toronto,2021-02-25,2021-02-25 20:07:00,31.48434058,17.39983496,0.1512575,71.28674134,5.629835349
2021-02-26 10:16:00,Burger King,American,7.779291076,78.20621399,28.51577019,2.704461115,Gift Card,69,Toronto,2021-02-26,2021-02-26 03:10:00,-6.017837408,-16.85175536,12.94949428,43.81845456,25.97493319
2021-02-27 07:53:00,Subway,Thai,2.059135212,78.77310551,50.23863396,2.150213826,Debit Card,123,Toronto,2021-02-27,2021-02-27 01:13:00,-1.180771191,-10.18928536,17.96061098,89.88241086,5.285449586
2021-02-28 00:58:00,McDonalds,Fast Food,6.073083303,41.96956362,45.60775474,1.641281885,Credit Card,59,Toronto,2021-02-28,2021-02-28 10:22:00,-7.964771999,-17.58483004,4.869645932,75.93871049,22.59249449
2021-03-01 09:48:00,Starbucks,Vegan,3.114555859,56.11567575,24.79552126,2.128622336,PayPal,172,Toronto,2021-03-01,2021-03-01 18:46:00,4.639864884,-9.832968512,18.5406909,46.89597982,29.25642774
2021-03-02 08:18:00,Subway,Fast Food,8.929816245,40.0412833,39.34088269,1.933006765,Cash,83,Toronto,2021-03-02,2021-03-02 14:30:00,7.490478036,0.956964005,1.205347806,45.63143709,15.9415332
2021-03-03 20:41:00,Taco Bell,Chinese,8.972687063,36.98993098,47.41762089,3.936294124,Debit Card,89,Toronto,2021-03-03,2021-03-03 09:45:00,2.21070643,-8.65159189,18.68872054,94.57760917,10.87433512
2021-03-04 09:26:00,Pizza Hut,Thai,5.34676646,17.20116597,51.16021576,1.123100713,Cash,176,Toronto,2021-03-04,2021-03-04 06:59:00,27.29318791,17.23430112,7.032453745,80.15201578,22.62177525
2021-03-05 09:26:00,KFC,Indian,5.555164948,39.2429983,20.80210839,3.469850992,Debit Card,82,Toronto,2021-03-05,2021-03-05 07:52:00,6.053899701,-5.060642653,2.028416569,89.75720796,25.42820355
2021-03-06 19:12:00,Subway,Mexican,4.426263515,62.08744574,55.61878296,4.042645368,Gift Card,120,Toronto,2021-03-06,2021-03-06 01:53:00,2.642052936,-2.539048902,9.717435184,92.73873402,18.6607579
2021-03-07 15:03:00,Starbucks,Fast Food,7.732850392,15.13610094,42.77125532,2.922893826,Cash,186,Toronto,2021-03-07,2021-03-07 23:22:00,14.42132374,0.700084653,5.135531354,74.30634112,29.17588188
2021-03-08 06:22:00,KFC,Thai,4.869290904,39.07362212,52.4763646,4.72625992,Gift Card,193,Toronto,2021-03-08,2021-03-08 22:16:00,-3.658409876,-17.9795927,5.697458039,71.04678111,6.291718041
2021-03-09 23:31:00,McDonalds,Fast Food,4.142339796,89.91987825,52.3175212,3.831522781,PayPal,182,Toronto,2021-03-09,2021-03-09 05:29:00,26.09886413,15.4475323,6.145799299,65.82564462,17.61988996
2021-03-10 01:24:00,KFC,Japanese,5.457848476,65.46012973,27.59410641,3.991694605,Gift Card,147,Toronto,2021-03-10,2021-03-10 05:38:00,-6.645221034,-18.61172927,16.06051796,59.01679527,22.96134868
2021-03-11 10:26:00,Taco Bell,Mediterranean,2.731900147,66.66834005,24.40688481,1.78773395,Debit Card,173,Toronto,2021-03-11,2021-03-11 03:57:00,34.40991215,20.18491834,10.78322553,66.07575765,26.56601178
2021-03-12 13:45:00,Burger King,Indian,7.972825637,49.28596593,48.85149076,4.109182303,PayPal,92,Toronto,2021-03-12,2021-03-12 19:56:00,24.75101462,12.67862828,6.226153983,86.43277934,9.481390298
2021-03-13 04:52:00,Subway,Mediterranean,2.10077121,72.5001322,26.25707675,4.328378944,Cash,163,Toronto,2021-03-13,2021-03-13 01:18:00,-1.057794331,-7.58318476,12.20667567,76.11540586,25.00008704
2021-03-14 17:52:00,Dominos,American,7.155880492,31.14428513,53.99749966,2.445065554,Cash,138,Toronto,2021-03-14,2021-03-14 07:43:00,-9.751504729,-20.51438833,14.32301348,93.5513974,18.81767689
2021-03-15 18:10:00,Dominos,Fast Food,3.462916214,84.59347888,49.04757935,1.853452272,Debit Card,62,Toronto,2021-03-15,2021-03-15 10:04:00,26.69576428,15.62861382,5.452480015,66.60280086,14.91384205
2021-03-16 13:06:00,KFC,American,3.85923237,24.91857519,53.67301457,2.540202717,Credit Card,177,Toronto,2021-03-16,2021-03-16 09:21:00,21.80858047,12.56727376,8.270982031,76.42537472,8.292875714
2021-03-17 02:08:00,A&W,Italian,7.085055989,70.76011515,31.96050718,3.958431876,Credit Card,188,Toronto,2021-03-17,2021-03-17 04:44:00,22.80532256,10.44088021,2.437721867,77.87845319,26.63239397
2021-03-18 00:28:00,Pizza Hut,Fast Food,9.943547726,43.99769269,32.66392242,2.670556023,Cash,101,Toronto,2021-03-18,2021-03-18 03:42:00,24.7071656,10.36349545,3.622986991,75.50182974,8.931830204
2021-03-19 22:46:00,Dominos,Thai,8.221739913,78.5386025,46.84886225,3.946607501,Debit Card,66,Toronto,2021-03-19,2021-03-19 09:52:00,-6.667990672,-20.9236758,13.62235708,82.15802639,12.74469648
2021-03-20 19:02:00,A&W,Indian,3.806717058,61.72998686,21.2578382,1.454258164,Credit Card,62,Toronto,2021-03-20,2021-03-20 21:29:00,6.130957784,-3.37743593,3.628766954,54.2460081,12.2511383
2021-03-21 11:31:00,Dominos,American,3.40819804,53.45000827,49.05986985,4.224046842,Gift Card,133,Toronto,2021-03-21,2021-03-21 06:12:00,-4.785892321,-10.91827278,10.50326767,70.74182665,26.78535085
2021-03-22 02:12:00,A&W,Fast Food,8.929862962,29.40090418,53.43132283,2.012829927,Cash,146,Toronto,2021-03-22,2021-03-22 20:56:00,28.83965416,13.99124217,14.18092523,46.25348817,21.81757486
2021-03-23 22:30:00,Pizza Hut,Italian,5.553471583,69.12982446,36.60654346,1.995715951,Gift Card,155,Toronto,2021-03-23,2021-03-23 15:10:00,18.04841571,4.659434843,2.137538462,63.07067966,24.91703493
2021-03-24 20:08:00,Chipotle,Mediterranean,3.096422423,97.85543669,50.5951532,3.361523861,Debit Card,145,Toronto,2021-03-24,2021-03-24 13:47:00,4.890411118,-1.356215694,11.34624439,69.26002412,11.26169747
2021-03-25 10:45:00,Dominos,Thai,8.897691387,85.17629112,26.98443668,1.280472183,Gift Card,57,Toronto,2021-03-25,2021-03-25 03:55:00,-7.139874237,-21.34829306,5.131255674,79.13345557,20.62185249
2021-03-26 11:28:00,Taco Bell,Japanese,8.528738823,20.10069637,32.89041575,1.105190907,Credit Card,105,Toronto,2021-03-26,2021-03-26 11:10:00,3.994204477,-9.704759143,19.2585375,97.03186316,19.29364958
2021-03-27 08:53:00,Subway,Fast Food,9.871250911,46.97949716,58.97219852,2.044114661,Credit Card,153,Toronto,2021-03-27,2021-03-27 13:47:00,4.633249491,-5.55513108,9.670912934,76.03906399,25.82075942
2021-03-28 21:04:00,A&W,Japanese,9.277949494,93.67455578,59.45312694,3.152270203,PayPal,132,Toronto,2021-03-28,2021-03-28 12:42:00,22.83227803,11.91952367,16.119851,84.61563497,27.65217651
2021-03-29 08:35:00,Subway,Chinese,8.814322709,57.75871854,40.50420212,4.630465545,Cash,93,Toronto,2021-03-29,2021-03-29 22:17:00,18.69008621,9.700059172,11.00453084,70.37596357,5.303919287
2021-03-30 15:59:00,Starbucks,Indian,2.420595182,71.27950519,57.37079166,4.385740705,Debit Card,152,Toronto,2021-03-30,2021-03-30 06:19:00,29.92457342,24.37695703,0.868250657,78.04624188,21.85049798
2021-03-31 02:44:00,Starbucks,Fast Food,2.835322956,92.57094438,40.90922712,2.96178584,Cash,161,Toronto,2021-03-31,2021-03-31 13:13:00,11.24967163,2.897699216,12.66302751,44.25593297,6.295894978
2021-04-01 15:26:00,Pizza Hut,Vegan,6.551865554,89.27254869,31.66352513,1.148207975,Gift Card,198,Toronto,2021-04-01,2021-04-01 10:13:00,-4.618258933,-17.64679342,19.02806684,55.26349485,18.72146663
2021-04-02 15:32:00,A&W,Italian,6.25183397,57.65473192,30.67597152,3.141010939,Debit Card,91,Toronto,2021-04-02,2021-04-02 09:22:00,22.09601543,17.04969519,12.0322364,61.71118559,12.19081823
2021-04-03 09:16:00,McDonalds,American,5.663705716,52.19993573,57.18022821,3.8191824,Debit Card,194,Toronto,2021-04-03,2021-04-03 06:59:00,24.23532719,15.90033547,16.38377719,68.3496013,12.66941499
2021-04-04 20:41:00,Starbucks,Vegan,5.174314603,43.87387257,26.89785556,2.35665813,Credit Card,79,Toronto,2021-04-04,2021-04-04 00:51:00,15.25747389,6.275786955,17.68412927,42.73892473,13.82396259
2021-04-05 11:19:00,Pizza Hut,Chinese,5.449683879,76.11665267,43.18529833,1.444253213,Gift Card,75,Toronto,2021-04-05,2021-04-05 13:38:00,24.6935231,14.31956707,4.561595439,48.40144585,20.53231123
2021-04-06 16:32:00,Starbucks,Indian,6.554383473,39.39387796,42.22100272,2.114271813,Credit Card,174,Toronto,2021-04-06,2021-04-06 03:24:00,12.22080184,-1.977754328,4.240896798,56.60885847,13.35124914
2021-04-07 17:08:00,Starbucks,Mediterranean,2.016612141,36.24044655,49.58486739,4.086355458,Credit Card,68,Toronto,2021-04-07,2021-04-07 16:40:00,13.52297732,5.059517379,12.21961978,98.29196145,23.31747626
2021-04-08 12:36:00,McDonalds,Thai,4.085670193,45.28124104,39.9697163,2.404975329,PayPal,102,Toronto,2021-04-08,2021-04-08 12:10:00,9.239345826,0.769813807,8.220569396,59.88082043,15.11318464
2021-04-09 18:24:00,Dominos,Japanese,6.146237766,30.06327983,30.89142643,4.247925963,Credit Card,134,Toronto,2021-04-09,2021-04-09 04:16:00,-8.856139297,-21.23115178,16.79722606,68.92246349,6.708830008
2021-04-10 21:10:00,KFC,Chinese,7.777728789,74.08518436,26.77585999,2.278085807,Cash,66,Toronto,2021-04-10,2021-04-10 03:04:00,-5.144885785,-14.66706519,18.00046247,51.76586276,24.59399606
2021-04-11 14:14:00,Chipotle,American,3.393253539,67.38045519,44.83275214,1.654220154,Debit Card,153,Toronto,2021-04-11,2021-04-11 02:24:00,-8.585686644,-15.83173487,7.068427586,76.64680426,12.14395811
2021-04-12 08:12:00,Starbucks,Thai,6.37504939,56.0446754,48.75963027,2.743393438,Credit Card,154,Toronto,2021-04-12,2021-04-12 17:17:00,18.63846851,9.114073346,4.737411179,56.84099293,15.81917199
2021-04-13 10:48:00,Starbucks,Mediterranean,7.715677471,48.17769124,42.78085115,2.809098049,Cash,153,Toronto,2021-04-13,2021-04-13 04:05:00,4.146019148,-2.262551055,15.6105103,52.41955471,22.13609708
2021-04-14 23:29:00,Taco Bell,American,5.557021263,92.27031615,49.53405108,1.064432874,Gift Card,196,Toronto,2021-04-14,2021-04-14 03:06:00,12.8856811,6.121811237,5.496120711,70.99435771,13.31140393
2021-04-15 16:31:00,Chipotle,Italian,2.216649069,17.47552172,25.6608481,1.468180291,Debit Card,173,Toronto,2021-04-15,2021-04-15 22:40:00,30.84049133,20.8568136,16.45228637,40.33034795,6.414641404
2021-04-16 22:10:00,McDonalds,Japanese,5.594145268,80.3741582,55.2988078,1.739704075,Gift Card,130,Toronto,2021-04-16,2021-04-16 21:22:00,1.218150312,-7.971104183,8.474765073,40.45984196,14.34802618
2021-04-17 10:27:00,Subway,Vegan,4.371559102,91.6623136,43.29582034,1.45434927,Cash,86,Toronto,2021-04-17,2021-04-17 14:25:00,8.467231537,-5.681227474,13.35099799,53.14412855,28.61121457
2021-04-18 10:24:00,A&W,Fast Food,9.437196862,52.94013925,25.07375708,2.366104302,Gift Card,170,Toronto,2021-04-18,2021-04-18 00:39:00,23.99980123,15.37586224,1.910706277,42.20328175,21.04335993
2021-04-19 09:02:00,Starbucks,Chinese,2.996907085,61.80869178,38.47700817,4.858491422,Gift Card,119,Toronto,2021-04-19,2021-04-19 10:00:00,0.295917447,-10.50996606,12.47718649,46.48154525,21.78697872
2021-04-20 00:06:00,KFC,Fast Food,7.219807644,95.27941347,53.79166951,3.036890153,Gift Card,179,Toronto,2021-04-20,2021-04-20 16:01:00,-6.535904058,-17.85854694,9.035353575,60.33163896,20.80705384
2021-04-21 15:53:00,A&W,Thai,2.421758131,33.0435888,55.90248774,3.510224095,Credit Card,108,Toronto,2021-04-21,2021-04-21 16:25:00,3.038815381,-2.092129185,11.73216926,88.15514077,9.974803474
2021-04-22 08:34:00,Chipotle,Fast Food,5.569363503,59.21146206,30.5859802,2.425545914,Credit Card,167,Toronto,2021-04-22,2021-04-22 22:54:00,-2.745042074,-14.38041579,3.360284155,74.3229186,15.4583466
2021-04-23 12:34:00,A&W,Vegan,6.431835898,55.35129581,48.45063299,2.293951047,Credit Card,182,Toronto,2021-04-23,2021-04-23 00:08:00,31.83639436,25.05603469,14.7374749,70.76006356,23.77349496
2021-04-24 01:12:00,Dominos,Mexican,4.383639451,36.96337507,23.9994099,1.092587088,Debit Card,86,Toronto,2021-04-24,2021-04-24 05:49:00,26.36541708,11.75471391,17.25594155,57.60932939,7.534322439
2021-04-25 00:09:00,Starbucks,Thai,5.640605084,84.58042458,21.34183486,3.001334623,Cash,80,Toronto,2021-04-25,2021-04-25 01:23:00,18.50316904,12.01654177,4.334796002,95.90522317,11.9463194
2021-04-26 09:21:00,A&W,Japanese,3.308430356,91.46605055,42.41595815,2.934436027,Credit Card,148,Toronto,2021-04-26,2021-04-26 08:52:00,29.21572656,20.06948532,1.91429111,63.82090247,11.90797771
2021-04-27 02:01:00,Subway,American,4.432990796,81.46426928,47.79310317,1.631322905,Gift Card,143,Toronto,2021-04-27,2021-04-27 16:28:00,26.16524346,20.31174678,0.472771721,45.22556601,15.80047319
2021-04-28 11:26:00,Subway,Japanese,6.968850599,31.60551167,51.83146925,4.057296001,Gift Card,55,Toronto,2021-04-28,2021-04-28 05:57:00,-1.60434735,-16.57308987,12.83943001,77.02399097,29.50921852
2021-04-29 08:32:00,Starbucks,Fast Food,4.414400447,22.37363402,33.60864954,2.970697321,Gift Card,64,Toronto,2021-04-29,2021-04-29 06:17:00,30.16515493,20.14320483,12.14188072,46.83030361,6.687563667
2021-04-30 16:29:00,Burger King,Indian,9.197944627,66.46278125,20.26101642,2.355975881,Gift Card,192,Toronto,2021-04-30,2021-04-30 02:51:00,14.27040089,3.316550713,10.93394825,60.71338857,17.96752486
2021-05-01 07:20:00,Subway,Thai,7.027255661,19.85305464,39.18076948,1.587635636,PayPal,65,Toronto,2021-05-01,2021-05-01 17:28:00,26.33480698,20.66404221,4.638941922,70.44471632,9.48411705
2021-05-02 17:41:00,A&W,American,5.509192147,72.19020053,20.63414181,3.208643308,Debit Card,69,Toronto,2021-05-02,2021-05-02 06:32:00,30.3241085,17.82450379,7.818119918,92.45335148,29.26691364
2021-05-03 11:41:00,Pizza Hut,Mediterranean,2.310055484,60.08605873,23.67938043,4.011268104,Cash,126,Toronto,2021-05-03,2021-05-03 18:46:00,4.310156374,-2.788899557,11.8895267,69.61279482,7.832587618
2021-05-04 09:50:00,Subway,Italian,5.996386682,71.33678728,33.0675609,2.127997411,Cash,93,Toronto,2021-05-04,2021-05-04 11:41:00,-5.047663396,-19.02820629,9.935337177,82.13552596,15.09002506
